Casos,Tamaño 10,Tamaño 20,Tamaño 30,Tamaño 40,Tamaño 50,Tamaño 60,Tamaño 70,Tamaño 80,Tamaño 90,Tamaño 100,Tamaño 110,Tamaño 120,Tamaño 130,Tamaño 140,Tamaño 150,Tamaño 160,Tamaño 170,Tamaño 180,Tamaño 190,Tamaño 200,Tamaño 210,Tamaño 220,Tamaño 230,Tamaño 240,Tamaño 250,Tamaño 260,Tamaño 270,Tamaño 280,Tamaño 290,Tamaño 300,Tamaño 310,Tamaño 320,Tamaño 330,Tamaño 340,Tamaño 350,Tamaño 360,Tamaño 370,Tamaño 380,Tamaño 390,Tamaño 400,Tamaño 410,Tamaño 420,Tamaño 430,Tamaño 440,Tamaño 450,Tamaño 460,Tamaño 470,Tamaño 480,Tamaño 490,Tamaño 500,Tamaño 510,Tamaño 520,Tamaño 530,Tamaño 540,Tamaño 550,Tamaño 560,Tamaño 570,Tamaño 580,Tamaño 590,Tamaño 600,Tamaño 610,Tamaño 620,Tamaño 630,Tamaño 640,Tamaño 650,Tamaño 660,Tamaño 670,Tamaño 680,Tamaño 690,Tamaño 700,Tamaño 710,Tamaño 720,Tamaño 730,Tamaño 740,Tamaño 750,Tamaño 760,Tamaño 770,Tamaño 780,Tamaño 790,Tamaño 800,Tamaño 810,Tamaño 820,Tamaño 830,Tamaño 840,Tamaño 850,Tamaño 860,Tamaño 870,Tamaño 880,Tamaño 890,Tamaño 900,Tamaño 910,Tamaño 920,Tamaño 930,Tamaño 940,Tamaño 950,Tamaño 960,Tamaño 970,Tamaño 980,Tamaño 990,Tamaño 1000
Caso 821,0.0000003,0.0000005,0.0000008,0.0000014,0.0000024,0.0000024,0.0000031,0.0000039,0.0000044,0.0000052,0.0000062,0.0000075,0.0000090,0.0000110,0.0000118,0.0000134,0.0000157,0.0000244,0.0000360,0.0000211,0.0000231,0.0000249,0.0000269,0.0000290,0.0000318,0.0000340,0.0000451,0.0000397,0.0000486,0.0000436,0.0000465,0.0000496,0.0000523,0.0000569,0.0000604,0.0000635,0.0000828,0.0000712,0.0000751,0.0000790,0.0000964,0.0000859,0.0000909,0.0001141,0.0000986,0.0001151,0.0001285,0.0001579,0.0001655,0.0001207,0.0001252,0.0001295,0.0001335,0.0001408,0.0001456,0.0001526,0.0001574,0.0001634,0.0001676,0.0002090,0.0001803,0.0001851,0.0001949,0.0001976,0.0002053,0.0002081,0.0002387,0.0002483,0.0003906,0.0003619,0.0003743,0.0002579,0.0002942,0.0002610,0.0002672,0.0002761,0.0003403,0.0002974,0.0002958,0.0003154,0.0003073,0.0003099,0.0003226,0.0003897,0.0003644,0.0004977,0.0003544,0.0003624,0.0003718,0.0003909,0.0003980,0.0003957,0.0006373,0.0004373,0.0004224,0.0005478,0.0004503,0.0004477,0.0004592,0.0004695,
Caso 822,0.0000006,0.0000005,0.0000008,0.0000012,0.0000018,0.0000024,0.0000030,0.0000048,0.0000062,0.0000143,0.0000131,0.0000152,0.0000177,0.0000206,0.0000220,0.0000251,0.0000288,0.0000257,0.0000279,0.0000307,0.0000330,0.0000471,0.0000437,0.0000338,0.0000508,0.0000395,0.0000441,0.0000385,0.0000416,0.0000450,0.0000489,0.0000506,0.0000626,0.0000573,0.0000736,0.0000782,0.0000684,0.0001068,0.0001448,0.0001272,0.0001329,0.0001542,0.0001750,0.0001504,0.0001502,0.0001244,0.0001116,0.0002130,0.0001222,0.0001287,0.0001426,0.0001587,0.0001632,0.0001712,0.0001435,0.0001788,0.0001822,0.0001586,0.0001595,0.0001687,0.0002493,0.0004509,0.0002197,0.0001936,0.0002363,0.0002063,0.0002114,0.0002163,0.0002221,0.0002625,0.0003154,0.0002972,0.0002595,0.0002598,0.0002674,0.0002853,0.0002908,0.0002833,0.0003000,0.0003056,0.0003144,0.0003216,0.0003295,0.0003377,0.0003487,0.0003567,0.0003636,0.0004191,0.0003808,0.0007043,0.0004111,0.0004067,0.0004279,0.0005230,0.0006547,0.0005378,0.0004527,0.0006357,0.0004844,0.0005208,
Caso 823,0.0000003,0.0000005,0.0000007,0.0000011,0.0000014,0.0000027,0.0000028,0.0000036,0.0000045,0.0000055,0.0000070,0.0000081,0.0000097,0.0000112,0.0000127,0.0000140,0.0000162,0.0000230,0.0000200,0.0000213,0.0000234,0.0000254,0.0000274,0.0000295,0.0000319,0.0000345,0.0000377,0.0000411,0.0000423,0.0000457,0.0000494,0.0000526,0.0000670,0.0000590,0.0000620,0.0000660,0.0000694,0.0000723,0.0000763,0.0000977,0.0000831,0.0000878,0.0000969,0.0001205,0.0001034,0.0001258,0.0001323,0.0001141,0.0001175,0.0001227,0.0001260,0.0001593,0.0001617,0.0002044,0.0002716,0.0003852,0.0001683,0.0001702,0.0001741,0.0001801,0.0002035,0.0001914,0.0002042,0.0002468,0.0002120,0.0002181,0.0002238,0.0002331,0.0002388,0.0002478,0.0002527,0.0002595,0.0002654,0.0002749,0.0002821,0.0002867,0.0002860,0.0003379,0.0003067,0.0003168,0.0003252,0.0003340,0.0003386,0.0004247,0.0003646,0.0003801,0.0003723,0.0003809,0.0003877,0.0003935,0.0004026,0.0004574,0.0004209,0.0004306,0.0004383,0.0004451,0.0004542,0.0004659,0.0005515,0.0004839,
Caso 824,0.0000003,0.0000004,0.0000008,0.0000013,0.0000023,0.0000023,0.0000031,0.0000036,0.0000043,0.0000053,0.0000065,0.0000095,0.0000087,0.0000133,0.0000117,0.0000136,0.0000152,0.0000222,0.0000194,0.0000213,0.0000243,0.0000263,0.0000277,0.0000302,0.0000388,0.0000347,0.0000371,0.0000407,0.0000547,0.0000472,0.0000495,0.0000521,0.0000666,0.0000708,0.0000707,0.0000627,0.0000715,0.0000828,0.0000701,0.0000729,0.0000771,0.0000823,0.0001033,0.0000907,0.0001133,0.0001182,0.0001032,0.0001079,0.0001115,0.0001171,0.0002637,0.0001878,0.0001556,0.0002086,0.0001647,0.0002863,0.0001609,0.0001998,0.0001657,0.0001723,0.0001778,0.0002113,0.0001932,0.0001934,0.0001981,0.0003147,0.0002188,0.0002259,0.0002202,0.0002293,0.0002425,0.0002485,0.0002475,0.0002611,0.0003242,0.0003192,0.0002825,0.0002885,0.0002967,0.0003023,0.0003085,0.0003632,0.0004691,0.0003267,0.0003942,0.0003386,0.0003583,0.0003695,0.0004276,0.0003721,0.0003800,0.0003889,0.0003966,0.0004069,0.0004184,0.0004285,0.0005131,0.0004470,0.0004717,0.0004604,
Caso 825,0.0000003,0.0000005,0.0000009,0.0000014,0.0000019,0.0000029,0.0000036,0.0000044,0.0000055,0.0000065,0.0000077,0.0000108,0.0000094,0.0000101,0.0000121,0.0000138,0.0000152,0.0000171,0.0000192,0.0000214,0.0000228,0.0000246,0.0000272,0.0000286,0.0000300,0.0000323,0.0000348,0.0000379,0.0000411,0.0000541,0.0000453,0.0000491,0.0000526,0.0000564,0.0000604,0.0000724,0.0002609,0.0001423,0.0001385,0.0000790,0.0000834,0.0000889,0.0000920,0.0000971,0.0001019,0.0001143,0.0001641,0.0001479,0.0001544,0.0002263,0.0001578,0.0001311,0.0001358,0.0001441,0.0001498,0.0001548,0.0001607,0.0001652,0.0002069,0.0001750,0.0002009,0.0002233,0.0002339,0.0002006,0.0002021,0.0002123,0.0002557,0.0002232,0.0002743,0.0002739,0.0002446,0.0002445,0.0002756,0.0002738,0.0003179,0.0002861,0.0003450,0.0003082,0.0002984,0.0003028,0.0003109,0.0003197,0.0003282,0.0003357,0.0003978,0.0004238,0.0003795,0.0003652,0.0003750,0.0003849,0.0003927,0.0004844,0.0004619,0.0004153,0.0004205,0.0004330,0.0006450,0.0004498,0.0004597,0.0004706,
Caso 826,0.0000003,0.0000005,0.0000008,0.0000011,0.0000017,0.0000023,0.0000031,0.0000037,0.0000044,0.0000052,0.0000061,0.0000095,0.0000111,0.0000097,0.0000114,0.0000130,0.0000144,0.0000162,0.0000179,0.0000199,0.0000216,0.0000235,0.0000257,0.0000284,0.0000306,0.0000331,0.0000363,0.0000388,0.0000418,0.0000451,0.0000488,0.0000645,0.0000554,0.0000581,0.0000612,0.0000799,0.0000677,0.0000705,0.0000750,0.0000977,0.0000836,0.0000883,0.0001126,0.0000946,0.0001562,0.0001242,0.0001647,0.0001879,0.0002468,0.0001368,0.0002600,0.0002695,0.0001683,0.0001446,0.0001788,0.0001537,0.0001856,0.0001680,0.0002105,0.0001799,0.0001813,0.0002264,0.0001933,0.0002021,0.0002058,0.0002137,0.0002203,0.0002283,0.0002365,0.0002434,0.0002765,0.0002822,0.0003227,0.0002744,0.0003361,0.0002912,0.0004472,0.0005823,0.0004650,0.0003410,0.0003287,0.0003450,0.0003426,0.0003620,0.0003693,0.0004885,0.0004427,0.0003819,0.0003910,0.0003990,0.0004078,0.0008499,0.0005020,0.0004331,0.0004428,0.0004533,0.0005674,0.0005602,0.0004950,0.0004902,
Caso 827,0.0000002,0.0000005,0.0000010,0.0000010,0.0000020,0.0000024,0.0000040,0.0000051,0.0000050,0.0000059,0.0000066,0.0000079,0.0000119,0.0000104,0.0000156,0.0000137,0.0000155,0.0000224,0.0000241,0.0000215,0.0000233,0.0000319,0.0000275,0.0000299,0.0000321,0.0000344,0.0000366,0.0001038,0.0000634,0.0000680,0.0000799,0.0000790,0.0000939,0.0000613,0.0002792,0.0000688,0.0000704,0.0000742,0.0000766,0.0000809,0.0000842,0.0000872,0.0000922,0.0000951,0.0001191,0.0001270,0.0001247,0.0001413,0.0001445,0.0001235,0.0001276,0.0001298,0.0001330,0.0001373,0.0001694,0.0001465,0.0001547,0.0001553,0.0001962,0.0001664,0.0002058,0.0001773,0.0001779,0.0001871,0.0001930,0.0001995,0.0002044,0.0002140,0.0002206,0.0002250,0.0002344,0.0005200,0.0005065,0.0002627,0.0002642,0.0004062,0.0002796,0.0002854,0.0002926,0.0002961,0.0003163,0.0003225,0.0004157,0.0004292,0.0003702,0.0003438,0.0004648,0.0003703,0.0004273,0.0003857,0.0003828,0.0003903,0.0005107,0.0004043,0.0004969,0.0004263,0.0004345,0.0004815,0.0008848,0.0004823,
Caso 828,0.0000003,0.0000006,0.0000008,0.0000013,0.0000017,0.0000024,0.0000041,0.0000040,0.0000050,0.0000059,0.0000071,0.0000082,0.0000093,0.0000107,0.0000157,0.0000140,0.0000156,0.0000216,0.0000194,0.0000211,0.0000232,0.0000351,0.0000276,0.0000299,0.0000460,0.0000337,0.0000354,0.0000386,0.0000415,0.0000442,0.0000479,0.0000501,0.0000529,0.0000562,0.0000598,0.0000631,0.0000827,0.0000701,0.0000728,0.0000763,0.0000827,0.0000822,0.0000907,0.0000948,0.0000980,0.0001023,0.0001059,0.0001112,0.0001156,0.0001197,0.0001246,0.0001284,0.0001335,0.0001391,0.0001434,0.0001911,0.0001594,0.0001636,0.0001715,0.0001761,0.0001820,0.0001825,0.0002877,0.0002349,0.0002031,0.0002088,0.0002169,0.0002240,0.0002446,0.0002448,0.0002545,0.0002634,0.0002774,0.0003141,0.0002825,0.0002857,0.0003866,0.0003114,0.0003202,0.0003187,0.0006051,0.0003328,0.0003402,0.0003477,0.0004807,0.0003635,0.0003717,0.0007301,0.0003908,0.0003982,0.0004088,0.0004156,0.0004265,0.0004347,0.0004447,0.0004727,0.0012339,0.0004796,0.0004824,0.0004924,
Caso 829,0.0000002,0.0000005,0.0000007,0.0000011,0.0000016,0.0000025,0.0000032,0.0000051,0.0000045,0.0000078,0.0000071,0.0000080,0.0000093,0.0000111,0.0000125,0.0000141,0.0000156,0.0000175,0.0000199,0.0000205,0.0000296,0.0000251,0.0000277,0.0000301,0.0000327,0.0000436,0.0000386,0.0000403,0.0000533,0.0000442,0.0000937,0.0000752,0.0000999,0.0001009,0.0000817,0.0000639,0.0000687,0.0000879,0.0000764,0.0000804,0.0000840,0.0000870,0.0000885,0.0000923,0.0000977,0.0001021,0.0001067,0.0001111,0.0001160,0.0001212,0.0001241,0.0001560,0.0001338,0.0001376,0.0001570,0.0001737,0.0001508,0.0001954,0.0001608,0.0001647,0.0001706,0.0001753,0.0001792,0.0002224,0.0003808,0.0003919,0.0003803,0.0002564,0.0002138,0.0002200,0.0002274,0.0002352,0.0004293,0.0002504,0.0002551,0.0002732,0.0002666,0.0004216,0.0003444,0.0003447,0.0003562,0.0004522,0.0003118,0.0003270,0.0003251,0.0003337,0.0005348,0.0003601,0.0004208,0.0003644,0.0005539,0.0005128,0.0003874,0.0004159,0.0004194,0.0004944,0.0004305,0.0004518,0.0005147,0.0004570,
Caso 830,0.0000002,0.0000005,0.0000008,0.0000012,0.0000016,0.0000027,0.0000030,0.0000038,0.0000062,0.0000058,0.0000069,0.0000084,0.0000094,0.0000106,0.0000165,0.0000140,0.0000160,0.0000177,0.0000200,0.0000272,0.0000294,0.0000251,0.0001952,0.0000304,0.0000331,0.0000391,0.0000378,0.0000408,0.0000439,0.0000467,0.0000504,0.0000523,0.0000559,0.0000718,0.0000777,0.0000676,0.0000697,0.0000731,0.0000921,0.0000787,0.0000823,0.0000915,0.0001148,0.0001066,0.0001310,0.0001276,0.0001076,0.0001113,0.0001396,0.0001219,0.0001465,0.0001583,0.0001395,0.0001436,0.0001505,0.0001577,0.0001628,0.0001683,0.0001736,0.0002413,0.0001910,0.0001954,0.0002024,0.0002088,0.0002964,0.0002129,0.0002144,0.0002251,0.0002318,0.0002375,0.0002658,0.0002516,0.0002585,0.0002663,0.0002724,0.0003018,0.0002856,0.0002858,0.0002977,0.0003162,0.0003246,0.0003344,0.0003256,0.0003381,0.0003453,0.0003646,0.0003714,0.0003716,0.0004227,0.0005542,0.0005031,0.0006053,0.0004210,0.0004298,0.0005168,0.0004468,0.0004535,0.0004595,0.0005105,0.0006249,
Caso 831,0.0000003,0.0000005,0.0000009,0.0000011,0.0000016,0.0000020,0.0000030,0.0000039,0.0000047,0.0000059,0.0000096,0.0000087,0.0000099,0.0000114,0.0000129,0.0000145,0.0000197,0.0000179,0.0000193,0.0000272,0.0000237,0.0000332,0.0000279,0.0000303,0.0000330,0.0000352,0.0000378,0.0000496,0.0000411,0.0000438,0.0000463,0.0000497,0.0000524,0.0000692,0.0000738,0.0000771,0.0000827,0.0000708,0.0000742,0.0000785,0.0001020,0.0001088,0.0000922,0.0001108,0.0001010,0.0001177,0.0001098,0.0001136,0.0001178,0.0001351,0.0002416,0.0002505,0.0002347,0.0001471,0.0001490,0.0002057,0.0001619,0.0001635,0.0002051,0.0002101,0.0002176,0.0001898,0.0001944,0.0002280,0.0002068,0.0002461,0.0002180,0.0002286,0.0002332,0.0002398,0.0002453,0.0003043,0.0002632,0.0003228,0.0002756,0.0002837,0.0002931,0.0002983,0.0003046,0.0003114,0.0003200,0.0003283,0.0003964,0.0003867,0.0003619,0.0003706,0.0003803,0.0004698,0.0004704,0.0003953,0.0004039,0.0004109,0.0004967,0.0004298,0.0004378,0.0004578,0.0004506,0.0004593,0.0004715,0.0009133,
Caso 832,0.0000004,0.0000009,0.0000014,0.0000021,0.0000032,0.0000042,0.0000051,0.0000078,0.0000082,0.0000099,0.0000116,0.0000140,0.0000161,0.0000179,0.0000177,0.0000258,0.0000231,0.0000213,0.0000232,0.0000255,0.0000272,0.0000296,0.0000271,0.0000296,0.0000319,0.0000353,0.0000373,0.0000389,0.0000418,0.0000558,0.0000471,0.0000499,0.0000528,0.0000693,0.0000584,0.0000615,0.0000650,0.0000856,0.0000911,0.0000959,0.0000832,0.0000867,0.0001101,0.0000934,0.0000982,0.0001107,0.0001256,0.0001071,0.0001117,0.0002536,0.0001300,0.0001301,0.0001367,0.0001467,0.0002285,0.0001777,0.0001532,0.0001923,0.0001644,0.0001719,0.0001799,0.0001849,0.0002009,0.0002044,0.0002085,0.0002234,0.0002159,0.0002599,0.0002364,0.0002436,0.0002694,0.0002447,0.0002506,0.0002661,0.0002739,0.0002865,0.0002873,0.0002870,0.0003217,0.0003158,0.0003714,0.0003312,0.0003391,0.0003478,0.0004769,0.0007823,0.0003786,0.0004595,0.0004591,0.0004260,0.0004099,0.0004176,0.0004283,0.0004362,0.0004466,0.0004924,0.0004692,0.0004792,0.0004880,0.0005008,
Caso 833,0.0000002,0.0000006,0.0000010,0.0000012,0.0000018,0.0000024,0.0000033,0.0000040,0.0000051,0.0000063,0.0000070,0.0000085,0.0000099,0.0000111,0.0000129,0.0000189,0.0000164,0.0000183,0.0000203,0.0000217,0.0000227,0.0000247,0.0000272,0.0000301,0.0000326,0.0000353,0.0000381,0.0000416,0.0000535,0.0000483,0.0000508,0.0000541,0.0000579,0.0000746,0.0000779,0.0000669,0.0000838,0.0000741,0.0000769,0.0000814,0.0000848,0.0001193,0.0000948,0.0000967,0.0001011,0.0001066,0.0001105,0.0001396,0.0001189,0.0001515,0.0001293,0.0001339,0.0001396,0.0001759,0.0001817,0.0001634,0.0001788,0.0001661,0.0001710,0.0001762,0.0001931,0.0001880,0.0001932,0.0001984,0.0002054,0.0002127,0.0002602,0.0002251,0.0002316,0.0002390,0.0002393,0.0002850,0.0002594,0.0002645,0.0002734,0.0002792,0.0002902,0.0002967,0.0003133,0.0003205,0.0003262,0.0003284,0.0004887,0.0007665,0.0003437,0.0003574,0.0004328,0.0004571,0.0003946,0.0004683,0.0004153,0.0004951,0.0004235,0.0004357,0.0004446,0.0004531,0.0009268,0.0004909,0.0004851,0.0004934,
Caso 834,0.0000005,0.0000004,0.0000009,0.0000016,0.0000019,0.0000024,0.0000033,0.0000056,0.0000053,0.0000063,0.0000074,0.0000087,0.0000103,0.0000117,0.0000176,0.0000146,0.0000208,0.0000178,0.0000194,0.0000208,0.0000231,0.0000251,0.0000275,0.0000294,0.0000321,0.0000351,0.0000381,0.0000407,0.0000428,0.0000462,0.0000486,0.0000517,0.0000689,0.0000592,0.0000988,0.0000985,0.0000712,0.0000753,0.0000807,0.0000848,0.0000885,0.0000946,0.0000996,0.0001185,0.0001589,0.0001327,0.0001138,0.0001190,0.0001481,0.0001572,0.0001368,0.0001413,0.0001724,0.0001690,0.0001832,0.0001608,0.0001717,0.0001724,0.0002131,0.0002097,0.0001929,0.0002019,0.0002012,0.0002403,0.0002148,0.0002173,0.0002711,0.0002412,0.0002473,0.0003752,0.0002749,0.0002496,0.0002645,0.0002726,0.0004433,0.0003762,0.0004567,0.0004729,0.0004955,0.0004306,0.0003480,0.0003292,0.0003524,0.0003503,0.0003642,0.0004230,0.0003711,0.0004423,0.0004558,0.0003971,0.0004067,0.0004274,0.0004515,0.0004720,0.0004433,0.0004676,0.0004602,0.0004761,0.0004809,0.0004754,
Caso 835,0.0000003,0.0000006,0.0000010,0.0000013,0.0000018,0.0000024,0.0000033,0.0000039,0.0000051,0.0000081,0.0000073,0.0000086,0.0000102,0.0000114,0.0000133,0.0000150,0.0000160,0.0000180,0.0000204,0.0000222,0.0000238,0.0000256,0.0000282,0.0000309,0.0000331,0.0000357,0.0000388,0.0000517,0.0000436,0.0000465,0.0000489,0.0001083,0.0000567,0.0000596,0.0000630,0.0000749,0.0000672,0.0000856,0.0000743,0.0000791,0.0000826,0.0001058,0.0001096,0.0000947,0.0000977,0.0001086,0.0001099,0.0001148,0.0001202,0.0001228,0.0001290,0.0001637,0.0001412,0.0001463,0.0002773,0.0001545,0.0001585,0.0001921,0.0001691,0.0002064,0.0001777,0.0002174,0.0001875,0.0002312,0.0002412,0.0002259,0.0002143,0.0002205,0.0002699,0.0002792,0.0003072,0.0002526,0.0002582,0.0002653,0.0002637,0.0002793,0.0005365,0.0003183,0.0003057,0.0002862,0.0004485,0.0003036,0.0003112,0.0003192,0.0005209,0.0003364,0.0003439,0.0003500,0.0003569,0.0003679,0.0003795,0.0003869,0.0003973,0.0004046,0.0004167,0.0004235,0.0004334,0.0005203,0.0004531,0.0004606,
Caso 836,0.0000003,0.0000005,0.0000007,0.0000011,0.0000018,0.0000034,0.0000032,0.0000038,0.0000048,0.0000059,0.0000091,0.0000101,0.0000088,0.0000103,0.0000122,0.0000139,0.0000200,0.0000223,0.0000193,0.0000215,0.0000237,0.0000257,0.0000280,0.0000302,0.0000329,0.0000353,0.0000450,0.0000476,0.0000437,0.0000464,0.0000489,0.0000503,0.0000521,0.0000555,0.0000720,0.0000645,0.0000831,0.0000829,0.0000773,0.0000996,0.0001170,0.0001441,0.0000968,0.0001831,0.0001918,0.0001706,0.0001353,0.0001391,0.0001312,0.0001503,0.0001279,0.0001358,0.0001376,0.0001433,0.0001506,0.0001537,0.0001589,0.0001917,0.0001705,0.0001805,0.0001813,0.0001888,0.0002013,0.0002088,0.0002494,0.0002514,0.0002199,0.0002629,0.0002331,0.0002370,0.0002432,0.0005427,0.0004338,0.0002619,0.0003213,0.0002704,0.0003510,0.0002877,0.0003033,0.0003199,0.0003276,0.0003355,0.0003889,0.0004029,0.0003435,0.0003553,0.0003770,0.0003869,0.0003857,0.0003908,0.0004017,0.0004077,0.0004246,0.0004235,0.0004336,0.0005061,0.0005313,0.0004607,0.0007046,0.0005107,
Caso 837,0.0000003,0.0000005,0.0000008,0.0000011,0.0000015,0.0000021,0.0000025,0.0000035,0.0000042,0.0000055,0.0000068,0.0000081,0.0000096,0.0000103,0.0000116,0.0000128,0.0000144,0.0000164,0.0000181,0.0000204,0.0000225,0.0000318,0.0000278,0.0000300,0.0000327,0.0000355,0.0000378,0.0000480,0.0000434,0.0000454,0.0000605,0.0000517,0.0000553,0.0000670,0.0000790,0.0000673,0.0000693,0.0000736,0.0000772,0.0000802,0.0000846,0.0000885,0.0000928,0.0001184,0.0001253,0.0001047,0.0001091,0.0001890,0.0001172,0.0001224,0.0001577,0.0001656,0.0001874,0.0001453,0.0001661,0.0003710,0.0001646,0.0001705,0.0001710,0.0002146,0.0002169,0.0001894,0.0002140,0.0002136,0.0002132,0.0002211,0.0002172,0.0002219,0.0002461,0.0002793,0.0003501,0.0002493,0.0004375,0.0002624,0.0002701,0.0003227,0.0002833,0.0002925,0.0002994,0.0003072,0.0003152,0.0004362,0.0003318,0.0003403,0.0004136,0.0004332,0.0003633,0.0003712,0.0003789,0.0003877,0.0003967,0.0004049,0.0004148,0.0004226,0.0004346,0.0004418,0.0005245,0.0005057,0.0005496,0.0005102,
Caso 838,0.0000002,0.0000005,0.0000009,0.0000015,0.0000021,0.0000027,0.0000029,0.0000037,0.0000051,0.0000061,0.0000072,0.0000082,0.0000097,0.0000110,0.0000124,0.0000184,0.0000205,0.0000176,0.0000193,0.0000218,0.0000238,0.0000256,0.0000277,0.0000378,0.0000331,0.0000449,0.0000378,0.0000397,0.0000422,0.0000472,0.0000500,0.0000527,0.0000551,0.0000584,0.0000762,0.0000772,0.0000826,0.0000719,0.0000934,0.0000798,0.0000822,0.0000860,0.0000900,0.0001148,0.0000974,0.0001024,0.0001194,0.0001117,0.0001383,0.0001478,0.0001260,0.0001587,0.0001379,0.0001728,0.0002922,0.0002770,0.0003502,0.0001767,0.0001762,0.0001766,0.0002253,0.0002201,0.0002288,0.0001968,0.0002428,0.0002043,0.0004161,0.0003469,0.0002392,0.0002371,0.0002423,0.0002491,0.0002633,0.0002628,0.0002613,0.0002781,0.0002869,0.0002926,0.0002966,0.0003250,0.0003179,0.0003246,0.0003313,0.0003352,0.0003470,0.0003760,0.0003717,0.0003808,0.0004040,0.0003879,0.0004212,0.0004152,0.0005103,0.0004339,0.0004914,0.0004396,0.0004483,0.0004573,0.0006687,0.0004759,
Caso 839,0.0000002,0.0000004,0.0000007,0.0000010,0.0000016,0.0000022,0.0000029,0.0000035,0.0000046,0.0000057,0.0000086,0.0000072,0.0000090,0.0000106,0.0000127,0.0000185,0.0000160,0.0000178,0.0000195,0.0000218,0.0000235,0.0000255,0.0000279,0.0000302,0.0000328,0.0000355,0.0000477,0.0000510,0.0000554,0.0000602,0.0000507,0.0000669,0.0000780,0.0000604,0.0000634,0.0000822,0.0000835,0.0000905,0.0000771,0.0000809,0.0000855,0.0000883,0.0000933,0.0001186,0.0001176,0.0001055,0.0001083,0.0001128,0.0001177,0.0001215,0.0001256,0.0001310,0.0001660,0.0001439,0.0001673,0.0001886,0.0001688,0.0002019,0.0001733,0.0001809,0.0002095,0.0001920,0.0002303,0.0002012,0.0002485,0.0002892,0.0002259,0.0002560,0.0002425,0.0002634,0.0003006,0.0002529,0.0002679,0.0002687,0.0003258,0.0003244,0.0003152,0.0003089,0.0003627,0.0003131,0.0003215,0.0004331,0.0003489,0.0003581,0.0003548,0.0003606,0.0003684,0.0004481,0.0003879,0.0003955,0.0004041,0.0004124,0.0004919,0.0005123,0.0004700,0.0004596,0.0004705,0.0006701,0.0005813,0.0007476,
Caso 840,0.0000003,0.0000005,0.0000010,0.0000011,0.0000018,0.0000022,0.0000040,0.0000050,0.0000048,0.0000075,0.0000088,0.0000080,0.0000090,0.0000101,0.0000111,0.0000130,0.0000145,0.0000161,0.0000183,0.0000204,0.0000229,0.0000256,0.0000281,0.0000306,0.0000332,0.0000355,0.0000400,0.0000408,0.0000541,0.0000477,0.0000604,0.0000512,0.0000551,0.0000582,0.0000767,0.0000642,0.0000826,0.0000709,0.0000749,0.0000970,0.0000824,0.0001066,0.0001025,0.0000948,0.0000996,0.0001032,0.0001066,0.0001096,0.0001161,0.0001466,0.0001547,0.0001305,0.0001511,0.0001398,0.0001758,0.0001510,0.0001556,0.0001621,0.0001659,0.0001721,0.0001861,0.0002417,0.0004103,0.0002009,0.0003444,0.0002103,0.0002184,0.0002247,0.0002309,0.0002297,0.0002424,0.0002392,0.0002590,0.0002660,0.0003319,0.0002691,0.0002689,0.0002804,0.0003185,0.0003019,0.0003684,0.0003176,0.0003233,0.0004091,0.0003491,0.0003586,0.0003584,0.0003687,0.0003774,0.0003853,0.0007317,0.0004161,0.0007525,0.0004216,0.0004292,0.0005417,0.0004456,0.0006782,0.0004640,0.0004717,
Caso 841,0.0000003,0.0000005,0.0000008,0.0000012,0.0000017,0.0000023,0.0000029,0.0000037,0.0000058,0.0000057,0.0000067,0.0000078,0.0000090,0.0000104,0.0000117,0.0000167,0.0000189,0.0000161,0.0000180,0.0000206,0.0000279,0.0000255,0.0000399,0.0000301,0.0000327,0.0000355,0.0000379,0.0000417,0.0000540,0.0000485,0.0000514,0.0000546,0.0000584,0.0000749,0.0000772,0.0000654,0.0000686,0.0000753,0.0000980,0.0000825,0.0000870,0.0001124,0.0000973,0.0001014,0.0001277,0.0001344,0.0001142,0.0001262,0.0001276,0.0001327,0.0001652,0.0001434,0.0001431,0.0001551,0.0001555,0.0002403,0.0004369,0.0002279,0.0011935,0.0001839,0.0001878,0.0002303,0.0002002,0.0002073,0.0002119,0.0002487,0.0002645,0.0002735,0.0002796,0.0002436,0.0002503,0.0002565,0.0002630,0.0003047,0.0003266,0.0002840,0.0002927,0.0003576,0.0003074,0.0003146,0.0003109,0.0003285,0.0003373,0.0003451,0.0003502,0.0003620,0.0003704,0.0003795,0.0003870,0.0004346,0.0004065,0.0008221,0.0004201,0.0004296,0.0006946,0.0004482,0.0004572,0.0006766,0.0011127,0.0004975,
